id,display_name,about_me,age,creation_date,last_access_date,location,reputation,up_votes,down_votes,views,profile_image_url,website_url
135740,CaptainHastings,,,2009-07-09 15:37:46.493 UTC,2019-08-14 20:24:49.350 UTC,"New York, NY, United States",1301,35,2,157,,
135785,macbert,,,2009-07-09 16:55:01.937 UTC,2019-11-27 10:21:43.507 UTC,"Wiesbaden, Germany",480,48,0,196,,
136748,Ben,,,2009-07-11 15:02:46.347 UTC,2010-05-12 21:23:32.370 UTC,United Kingdom,101,7,0,28,,
138033,Cylindric,<p>Hello. #SOreadytohelp</p>,,2009-07-14 12:14:48.257 UTC,2019-11-26 14:37:20.070 UTC,"London, United Kingdom",5492,88,88,514,,http://www.hanfordonline.co.uk
138631,Chirag Babaria,"<p>I am Working as sr. software developer. I am working on different Microsoft technologies like ASp.net 2.0/3.5, Sql server 2005/2008, silverlight 3.0, WSS 3.0,Jquery,Linq, WCF, Json , Javascript. I have more than 6 yrs of experience in Microsoft web Technologies.</p>",,2009-07-15 10:35:29.710 UTC,2019-11-25 08:15:23.957 UTC,India,121,3,0,37,https://www.gravatar.com/avatar/41c0486ebd4c4fd2b6e0d79184a0abdc?s=128&d=identicon&r=PG,http://chiragbabaria.blogspot.com
140697,Eduramiba,,,2009-07-18 15:56:52.103 UTC,2019-10-26 20:48:10.470 UTC,Madrid,66,49,0,29,,
140894,Don O'Donnell,"<p><p>Electrical engineer gone over to software dev long ago.
<p>Now self-employed.
<p>Python 3 Rocks!</p>",,2009-07-19 07:09:43.357 UTC,2019-11-21 21:23:06.403 UTC,New Jersey,3750,169,2,306,,
141131,Kitsune,,,2009-07-20 02:03:21.443 UTC,2019-10-20 17:38:13.630 UTC,,6601,657,14,355,,
141496,theShingles,<p>Woo for crowd sourcing.</p>,,2009-07-20 16:08:17.873 UTC,2017-07-26 22:58:01.943 UTC,"Irvine, CA",235,10,0,18,,
141736,teambob,,,2009-07-21 01:01:25.850 UTC,2019-09-13 13:44:35.017 UTC,,1602,310,11,164,,
142248,dizzyguy,.NET programmer,,2009-07-21 19:10:17.873 UTC,2018-06-03 20:02:51.320 UTC,,164,10,0,42,,
143179,eaykin,,,2009-07-22 20:12:49.307 UTC,2019-11-29 18:28:05.430 UTC,,3225,12,2,108,https://i.stack.imgur.com/ESxpV.jpg?s=128&g=1,http://www.erenaykin.net/blog/
143373,iceman,,,2009-07-23 03:21:02.507 UTC,2019-11-28 21:28:55.747 UTC,,3735,79,3,447,,
143397,davidA,,,2009-07-23 04:26:50.347 UTC,2019-11-29 08:34:46.153 UTC,New Zealand,8579,377,8,473,,
144022,ss ulrey,,,2009-07-23 20:06:44.790 UTC,2019-11-25 03:41:21.397 UTC,"Madison, WI, United States",200,76,0,19,https://i.stack.imgur.com/HgoMx.jpg,
144847,CHaskell2,,,2009-07-25 03:09:42.040 UTC,2010-04-09 01:58:01.307 UTC,"Seattle, WA",100,3,0,16,,
146186,Constantine Fry,,,2009-07-28 07:00:20.317 UTC,2019-08-21 08:35:57.867 UTC,,314,11,3,106,,
147845,You,,,2009-07-30 13:55:19.307 UTC,2019-11-29 16:37:19.457 UTC,"Gothenburg, Sweden",18206,852,267,2825,,http://sigurdhsson.org/
150647,diegueus9,<p>Just a python/django enthusiast.</p>,,2009-08-04 21:38:24.300 UTC,2019-11-29 11:29:37.263 UTC,"Bogota, Colombia",14480,898,95,857,,http://diegue.us
152624,SKayser,,,2009-08-07 17:04:57.160 UTC,2009-08-26 18:06:33.197 UTC,,351,0,0,38,,
153081,Jason Machacek,"<p>Software and product development expert. Specialties: Enterprise software, iOS apps, embedded software, QP (Quantum Framework), automation, product development strategy and more.</p>",,2009-08-08 20:55:45.567 UTC,2019-12-01 01:33:32.670 UTC,"Seattle, Washington, USA",856,91,1,70,https://i.stack.imgur.com/P1hvL.jpg,
154502,Lazlo,,,2009-08-11 16:39:34.237 UTC,2019-11-29 17:22:06.030 UTC,"Montreal, Canada",7307,406,33,580,https://i.stack.imgur.com/AFZy6.jpg,http://www.lazlo.ca/
155175,Steven Mercatante,"<p>Big fan of Python, JavaScript, Elixir and functional programming.</p>",,2009-08-12 15:42:48.697 UTC,2019-11-24 22:52:48.550 UTC,"NY, NY",19790,1048,75,666,,https://stevenmercatante.com/
155945,jturinetti,,,2009-08-13 16:48:46.820 UTC,2019-10-30 14:28:11.453 UTC,"Chicago, IL",139,6,0,35,,
157060,Eypeon,,,2009-08-15 22:26:03.517 UTC,2012-08-09 05:25:00.907 UTC,,202,1,0,22,,
158285,bradgonesurfing,,,2009-08-18 08:53:29.230 UTC,2019-11-29 11:04:17.967 UTC,Austria,24928,1067,108,1810,,http://xtargets.com
158581,densom,,,2009-08-18 16:03:38.573 UTC,2019-03-10 15:55:35.077 UTC,,625,9,2,17,,http://densom.blogspot.com/
159168,mattythomas2000,,,2009-08-19 11:05:36.867 UTC,2019-11-29 12:04:13.660 UTC,United Kingdom,599,184,0,51,,
159251,ibmkhd,,,2009-08-19 13:13:01.300 UTC,2019-11-17 17:33:04.053 UTC,,779,40,0,111,https://i.stack.imgur.com/IGPTO.jpg,
159252,John Prior,"<p>Senior data mining and machine learning consultant with over 15 years experience in the research and development of predictive analytics and data-mining applications, in both development and leadership roles.</p>

<p>I have worked together with a highly diverse group of companies, from small startup companies to large investment banks, on successful projects ranging from ad targeting, web site optimization, fraud detection, financial prediction and object-oriented database development to large-scale simulation, chemical process control, and speech recognition. I have conducted research for both the DOD and the DOE at Los Alamos National Laboratory, and frequently perform research in my spare time (for example, in 2007, I achieved a Netflix Prize ranking of 230 out of 25,000+ competitors).</p>",,2009-08-19 13:16:29.863 UTC,2019-11-12 22:36:46.397 UTC,"New York, NY, United States",1248,130,4,139,,http://www.linkedin.com/pub/john-w-prior/0/797/197
162461,craftsman,"<p>Frontend developer, loves building beautiful and interactive interfaces.</p>

<p>Check out my latest jQuery plugin:</p>

<p>www.eastros.com/frame-carousel/</p>",,2009-08-25 05:27:08.120 UTC,2019-11-26 20:37:44.543 UTC,,12609,454,9,501,,
162850,WeSam Abdallah,"<p>An IT Solution Delivery Professional with over 15 years of systems architecture and software development experience; within the financial and pharmaceutical industries. An active contributor using of the full software development life cycle (SDLC), Agile and waterfall methodologies; starting with requirements collection, development/implementation, testing, packaging and complete solution delivery.</p>

<p>Well versed in both front and back end systems; using Microsoft .NET technologies and Java stack. Lead and contributed to the development and successful delivery of over 57 mission-critical systems.</p>

<p>Specialties
Credit, Bonds, Convertible Bonds, Equities Derivatives, Fixed Income, Forex (FX), Web and Desktop eTrading Systems, Electronic Order Management Systems (OMS / EMS), .NET, C#, WPF, XAML, MVVM, .NET Remoting, COM+, SOA, Web Services, Mono, SharePoint, SQL Server, Oracle, MySQL, PL/SQL,  Berkeley XML, Windows, x64 bit, Linux, PowerShell, IIS, Apache, PhotoShop, Documentum, Erwin, Infragistics, Xceed, Git, SVN, Perforce, ClearCase, WCF, TIBCO RV, TIBCO EMS, Liberator, XMPP, MEF, Reactive (Rx), BI reporting, P&amp;L Calculations.</p>",,2009-08-25 15:28:17.140 UTC,2019-10-30 12:07:12.533 UTC,,669,59,10,223,https://i.stack.imgur.com/2cxaL.jpg?s=128&g=1,http://wesam.info
163222,Bob Banks,,,2009-08-26 03:21:31.417 UTC,2019-09-10 13:46:12.480 UTC,"North Wales, PA",509,127,3,22,,http://whativelearnedtoday.wordpress.com
164766,Damian,,,2009-08-28 10:09:12.137 UTC,2017-12-20 16:33:48.387 UTC,"South Wales, NY",1465,17,1,108,,
164956,Chrisvia,,,2009-08-28 15:42:09.783 UTC,2015-02-23 21:51:00.047 UTC,,19,5,0,16,,
165716,Premasagar,"<p><a href=""http://premasagar.com"" rel=""nofollow"">premasagar.com</a> | <a href=""http://dharmafly.com"" rel=""nofollow"">Dharmafly</a> | <a href=""http://twitter.com/premasagar"" rel=""nofollow"">Twitter</a> | <a href=""http://github.com/premasagar"" rel=""nofollow"">GitHub</a></p>",,2009-08-30 21:08:07.530 UTC,2017-08-16 10:28:09.553 UTC,"Coimbra, Portugal & Brighton, UK",12693,104,7,372,,http://premasagar.com
166482,xiao 啸,"<p>Enjoy coding</p>

<p><a href=""http://about.me/caixiao"" rel=""nofollow"">http://about.me/caixiao</a></p>",,2009-09-01 09:09:21.587 UTC,2018-11-29 04:22:20.927 UTC,"Beijing, China",5186,186,15,496,,
168124,etiennepeiniau,<p>Yet Another Engineer</p>,,2009-09-03 19:54:50.217 UTC,2019-11-19 14:18:04.037 UTC,"Chaville, France",593,55,2,45,https://i.stack.imgur.com/o5wHt.png,https://www.linkedin.com/in/etiennepeiniau/fr
169266,Rudá Moura,<p>⚑⚑⚑</p>,,2009-09-06 13:27:31.763 UTC,2019-11-25 21:17:41.700 UTC,Brazil,872,57,1,68,https://i.stack.imgur.com/zByVr.png?s=128&g=1,https://rudamoura.com
169274,patrick,"<p>Doing things, for reasons.</p>",,2009-09-06 14:02:11.253 UTC,2019-11-29 22:43:06.510 UTC,"London, United Kingdom",4424,195,6,338,,https://patrick.wtf
170518,neuman,,,2009-09-09 00:15:11.017 UTC,2018-10-10 08:38:28.530 UTC,,115,0,0,29,,http://citizengroove.com
170970,GDR,,,2009-09-09 16:49:00.713 UTC,2019-11-28 12:53:53.200 UTC,Poland,2034,249,1,261,,https://gdr.geekhood.net/
171144,fractious,,,2009-09-09 22:09:31.130 UTC,2019-10-20 01:19:42.533 UTC,,1541,281,9,75,,
171451,avguchenko,"<p>Dabbling in data management (MSSQL, MySQL), ruby, python, tableau. ETL for life. BPM for love.</p>",,2009-09-10 13:45:44.633 UTC,2019-11-06 22:02:14.500 UTC,"Little Rock, AR",2403,212,2,109,,
173568,Michele Bersini,,,2009-09-15 07:43:56.773 UTC,2018-01-24 08:40:11.607 UTC,,698,2,1,18,,
173985,Thell,,,2009-09-15 22:07:59.560 UTC,2019-11-30 20:42:32.517 UTC,United States,5310,824,81,455,,
174786,Tomasz Janczuk,"<p>Co-founder and CEO at <a href=""https://fusebit.io"" rel=""nofollow noreferrer"">https://fusebit.io</a>. Formerly Auth0 (4+ years), Microsoft (12 years), and HP (1/2 years). Software: shaken, not stirred.</p>",,2009-09-17 06:19:10.720 UTC,2019-08-07 05:58:01.590 UTC,"Redmond, WA, USA",2967,4,0,394,,http://tomasz.janczuk.org
175246,Igor ostrovsky,,,2009-09-17 22:46:56.807 UTC,2019-10-08 07:41:49.173 UTC,,6697,39,1,619,https://www.gravatar.com/avatar/7d84ad5cd712a58655cb1f44907c78c3?s=128&d=identicon&r=PG&f=1,http://igoro.com/
175393,rusbi,,,2009-09-18 08:05:44.680 UTC,2019-11-27 19:20:41.867 UTC,"Zagreb, Croatia",510,105,1,67,,
175584,Cas,,,2009-09-18 14:42:28.660 UTC,2019-11-28 14:55:32.873 UTC,"St Andrews, United Kingdom",3494,443,5,126,,
176387,Phrodo_00,Informatics Engineering student from Chile.,,2009-09-21 03:02:04.873 UTC,2019-10-25 08:18:51.680 UTC,"Santiago, Chile",434,55,0,27,,http://javier.aravenas.com
178371,Balkar,"I am a Web Designer and working since 2007.

My skills:

Adobe Photoshop CS3
Adobe Dreamweaver CS3
CSS 2.0
HTML 4.0
Knowledge of Flash",,2009-09-24 10:42:49.303 UTC,2011-02-25 06:34:55.397 UTC,"Chandigarh, India",51,0,0,79,,
179212,Matt G.,,,2009-09-25 18:28:09.977 UTC,2019-08-26 15:02:29.547 UTC,Tennessee,1522,226,2,101,https://i.stack.imgur.com/VcmSw.jpg?s=128&g=1,https://mattg.dev/
180477,mdcarter,,,2009-09-28 15:14:24.070 UTC,2019-09-20 12:07:49.337 UTC,"Paris, France",835,29,1,60,https://i.stack.imgur.com/RU3p6.jpg?s=128&g=1,http://maxime.dehaye.me
181206,Capsule,<p>Constructing web stuff since 1996 — Pinball &amp; retro-arcade restoration freak — Petrolhead</p>,,2009-09-29 14:58:18.063 UTC,2019-11-26 23:46:43.787 UTC,"Brisbane, Australia",5843,151,222,683,,http://capsule.org
182519,Palladin,,,2009-10-01 13:57:50.807 UTC,2015-05-11 11:33:54.867 UTC,"Bangalore, India",963,17,0,36,,
182629,Alex Ciminian,,,2009-10-01 17:02:00.030 UTC,2019-11-26 09:46:22.590 UTC,"London, United Kingdom",10227,1604,31,1065,,https://cimi.io/
183407,thodoris,,,2009-10-02 23:04:32.993 UTC,2019-08-30 07:15:10.623 UTC,,47,11,0,25,,
184025,Yaur,,,2009-10-04 19:21:28.027 UTC,2019-11-27 16:05:06.190 UTC,,6778,307,28,443,,
184528,cdiggins,"<p>I'm a computer science nerd with an unhealthy obsession with programming languages. I am also the founder of <a href=""https://ara3d.com"" rel=""nofollow noreferrer"">Ara 3D</a> where we write a lot of <a href=""https://github.com/ara3d"" rel=""nofollow noreferrer"">open-source code</a>.</p>",,2009-10-05 18:31:47.410 UTC,2019-12-01 01:55:20.407 UTC,"Montreal, QC, Canada",13623,1592,135,1593,,https://cdiggins.github.io
186153,anhtran,,,2009-10-08 06:38:03.357 UTC,2019-12-01 05:14:12.240 UTC,"Ho Chi Minh City, Vietnam",1678,249,5,238,https://i.stack.imgur.com/5BwaC.png,http://anhtran.net
187050,mihailt,,,2009-10-09 09:32:25.607 UTC,2019-11-22 15:15:30.343 UTC,"Riga, Republic of Latvia",230,2,0,32,,http://mihailt.habrahabr.ru
187430,renegm,,,2009-10-09 20:26:08.330 UTC,2019-09-04 00:45:05.727 UTC,,416,7,0,59,,http://blog.tacladith.com/
189109,Madhu,,,2009-10-13 13:16:21.180 UTC,2019-03-06 12:33:06.493 UTC,"Hyderabad, India",1536,16,8,345,,
189857,A S,,,2009-10-14 13:48:45.283 UTC,2012-04-27 22:29:11.940 UTC,,396,3,0,33,,
190439,winna,<p>I make Apple and Android stuff more helpful in the backend.</p>,,2009-10-15 08:26:25.427 UTC,2017-09-23 16:08:50.717 UTC,"Berlin, Germany",489,15,0,39,,
192065,Tom,,,2009-10-18 17:00:16.403 UTC,2017-09-12 16:50:30.840 UTC,,1012,51,15,81,,http://tommoor.com
193096,Net Wolf,,,2009-10-20 12:58:59.863 UTC,2019-08-23 11:01:29.727 UTC,,599,12,0,37,,http://netwolfuk.wordpress.com/
193404,kane77,,,2009-10-20 21:13:11.690 UTC,2018-08-17 10:41:19.700 UTC,,419,21,2,36,,http://kane.sk
193827,MrWizard54,"<p>Product Manager at Splunk! working on App Certification.</p>

<p>I'm also an occasional programmer and tinkerer.  Trying to learn Golang and Python ATM.</p>",,2009-10-21 13:47:25.667 UTC,2019-11-08 20:41:53.400 UTC,"Seattle, WA",465,189,1,51,https://i.stack.imgur.com/5XtvU.jpg?s=128&g=1,
193952,Orny,<p>Security cyber researcher cyber emperor. Cyber.</p>,,2009-10-21 16:46:05.707 UTC,2019-10-29 08:48:58.617 UTC,California,485,200,2,41,,http://orenyomtov.com
194809,ohmi,,,2009-10-22 18:27:47.340 UTC,2019-10-06 20:41:01.053 UTC,,482,133,1,48,,
194933,Eric McNeill,<p>Software developer currently working on mobile security in a variety of languages.</p>,,2009-10-22 22:08:28.023 UTC,2019-11-22 00:16:55.360 UTC,"Seattle, WA",1620,24,1,113,,
194964,Weiming,,,2009-10-22 23:00:55.590 UTC,2019-11-29 03:33:49.680 UTC,"Sydney, Australia",819,296,4,52,,
195465,Marcel Dumont,"<p>Dutch guy interested in scalable data-driven website architecture, background in developing for travel, social networks, classifieds and casual gaming.</p>",,2009-10-23 17:02:02.633 UTC,2019-09-03 07:22:04.253 UTC,,990,35,12,103,,
195908,zlack,,,2009-10-24 15:55:40.440 UTC,2010-05-04 11:38:53.890 UTC,,1277,2,0,58,,
195965,Jonas Arcangel,,,2009-10-24 19:34:17.517 UTC,2019-10-04 23:28:45.140 UTC,Philippines,3921,15,0,328,,
196318,Michael Baldry,,,2009-10-25 21:19:31.313 UTC,2010-05-07 15:36:49.950 UTC,,776,6,0,49,,http://www.gamingwave.co.uk
196829,Mischa,<p>I am no expert but I do have a creative and resourceful mind.  I learned lots of programming in college and then took a hiatus before jumping back in years later.  I'm here to learn and read the wonderful answers and techniques here.   Best regards!</p>,,2009-10-26 18:33:56.297 UTC,2018-08-02 10:27:19.773 UTC,California,622,101,1,40,,
198516,Fulvio Scapin,,,2009-10-28 23:11:23.893 UTC,2019-06-19 11:35:47.303 UTC,,119,11,0,20,,
199326,Navid,"<p>Software Engineering(BS),Professional SCRUM Master (PSM)
Currently a software engineer at Rayanmehr, Iran-Tehran.</p>

<p>Sites:</p>

<ul>
<li><a href=""http://www.peyvasteh.net"" rel=""nofollow"">Peyvasteh.net</a> (Blog about Continues Delivery,Continues Deployment,Agile Release Management - Farsi)</li>
</ul>

<p>Tweeter:</p>

<ul>
<li>@navid7h</li>
</ul>",,2009-10-30 00:12:41.827 UTC,2019-11-25 14:26:42.997 UTC,"Tehran, Iran",429,170,0,58,,http://www.peyvasteh.net
199797,Nate Pinchot,"<p>I'm a software developer who's dedicated to providing exemplary customer service. I try to make my code as perfect as possible within the timeframe available and I'm excited about developing software. I believe quality software needs to value user experience and UI design.</p>

<p>""I am always proud of the work that I do.""</p>",,2009-10-30 16:49:50.947 UTC,2019-06-28 02:56:47.017 UTC,"Austin, TX",3210,315,2,235,,http://natepinchot.com
201116,Mauro,"<p>Hi, I' Mauro Leonelli and I am currently Web &amp; New Media Project Manager at Silversea Cruises, the leading cruise line in the luxury segment. Between meetings, you can find me coding in C#.NET, JavaScript and PHP.</p>

<p>Previously, I was in the startup team of the Reply Private Enterprise Cloud as senior C#, ASP.NET MVC developer with responsability over virtualization (Xen, VmWare) and UI (Ajax, jQuery).</p>

<p>I hold a double MSc degree from Politecnico di Torino (Turin, Italy) and from EURECOM (Sophia Antipolis, France) in Networking / Multimedia Telecommunications.</p>

<p>When not learning a new language, natural or coding, you can find me hiking in the mountains.</p>",,2009-11-02 18:03:09.363 UTC,2019-11-29 12:25:37.430 UTC,"Nice, France",1933,511,25,265,,http://www.mauroleonelli.com
201127,mauricioschneider,"<p>I love fixing things, specially if I broke them in the first place. I talk about leadership, people mgmt, support engineering, and customer service. Escalation Manager @ <a href=""https://auth0.com"" rel=""nofollow noreferrer"">auth0.com</a></p>",,2009-11-02 18:25:54.987 UTC,2019-11-27 16:13:37.790 UTC,"Bellevue, WA, USA",189,22,0,31,,https://mauricio.sh
201598,Mike,,,2009-11-03 11:28:50.487 UTC,2019-11-29 12:17:58.153 UTC,,8008,14,0,35,,
202201,ScottJ,,,2009-11-03 23:39:59.230 UTC,2019-11-28 02:21:17.913 UTC,"San Francisco, CA",930,82,9,89,,
202389,Michael,.,,2009-11-04 06:46:49.637 UTC,2019-11-28 20:49:15.307 UTC,United Kingdom,1367,38,0,91,,http://none
202395,kcheng,,,2009-11-04 06:54:55.637 UTC,2010-01-12 05:04:56.550 UTC,,266,0,0,19,,
202599,bbb,,,2009-11-04 13:06:45.773 UTC,2019-11-29 10:50:21.940 UTC,,702,27,3,66,,
202834,Peterino,"<p>I'm a software developer addicted to usable software. I like passwordless, social authentication and being social as a real person. I love Linux, cross-platform (and mobile) solutions, programming in general (Python, Java, C#, C, C++, CSS, web standards, databases), usability, and telling others how to write maintainable code. And how <a href=""http://intranetsdoneright.blogspot.ch/#6764094819073299133"" rel=""nofollow noreferrer"">intranets are done the right way</a>. &ndash; I know, I'm terrible!</p>",,2009-11-04 18:18:15.130 UTC,2019-11-26 11:48:58.590 UTC,"Kreuzlingen, Switzerland",5716,122,0,376,,https://painless.software
203420,csgillespie,"<p>I'm a senior statistics lecturer at Newcastle University, UK (<a href=""http://www.mas.ncl.ac.uk/~ncsg3/"" rel=""nofollow noreferrer"">Uni homepage</a>) and I'm also regularly employed by <a href=""http://www.jumpingrivers.com/"" rel=""nofollow noreferrer"">Jumping Rivers</a> as a consultant.  I am the co-author of <a href=""https://csgillespie.github.io/efficientR/"" rel=""nofollow noreferrer"">Efficient R programming</a>, O'Reilly. </p>

<p>Follow me on twitter: <a href=""https://twitter.com/csgillespie"" rel=""nofollow noreferrer"">@csgillespie</a></p>",,2009-11-05 12:38:28.503 UTC,2019-11-29 17:49:37.213 UTC,"Newcastle, United Kingdom",49642,1797,611,4505,,https://www.jumpingrivers.com/
203692,momobo,<p>Business intelligence professional</p>,,2009-11-05 16:20:42.783 UTC,2019-11-24 19:09:43.077 UTC,"Munich, Germany",1677,315,0,440,,https://www.linkedin.com/in/ingmorelli/
204291,Chirael,,,2009-11-05 23:33:43.597 UTC,2018-03-19 15:29:13.623 UTC,"Providence, RI",2459,20,0,80,,http://blog.anthonyrthompson.com
206253,Nick,<h1>SOreadytohelp</h1>,,2009-11-08 13:53:55.053 UTC,2019-12-01 05:32:04.270 UTC,"London, UK",1892,406,8,204,,
208130,Paul,,,2009-11-10 20:12:08.683 UTC,2015-11-16 19:14:46.213 UTC,,339,3,2,16,https://www.gravatar.com/avatar/?s=128&d=identicon&r=PG&f=1,
208153,sap,,,2009-11-10 20:44:06.193 UTC,2018-04-16 12:28:27.033 UTC,,1018,55,0,119,,
208616,James Booker,,,2009-11-11 11:50:04.917 UTC,2013-03-22 09:45:07.210 UTC,United Kingdom,108,5,0,36,,http://www.jamesbooker.co.uk
209622,Totach,,,2009-11-12 14:01:43.913 UTC,2017-10-17 06:16:00.283 UTC,Israel,1683,125,4,109,https://graph.facebook.com/100002398044386/picture?type=large,http://www.bookpulse.com
212224,Mike,"<p>I spent 3 years working for IBM on Websphere ESB and moved on to work for an independent middleware consultancy firm, C2B2. C2B2 created Payara which I worked on from the beginning, leading the support services team. </p>

<p>In 2018 I joined Red Hat as a Senior Middleware Consultant</p>

<p>If you want to ask me something directly, your best bet is to <a href=""https://twitter.com/croft"" rel=""nofollow noreferrer"">send me a tweet</a>.</p>",,2009-11-16 17:04:42.523 UTC,2019-11-28 17:55:00.277 UTC,United Kingdom,3935,273,152,524,,https://mikecroft.io
212335,Sir Robert,,,2009-11-16 19:40:01.977 UTC,2019-11-12 23:04:14.237 UTC,United States,3682,179,9,318,,http://altometrics.com
213213,Punit Raizada,,,2009-11-17 20:00:06.793 UTC,2019-11-22 15:27:24.980 UTC,New Jersey,509,148,4,58,,http://punitraizada.com
213528,ehehhh,<p>An Android dev interested in game development.</p>,,2009-11-18 06:47:06.103 UTC,2019-11-20 14:58:34.610 UTC,Estonia,1031,233,26,198,,
214751,Carol,,,2009-11-19 16:31:47.820 UTC,2010-10-14 21:01:56.913 UTC,,67,0,0,23,,
215159,Brett,,,2009-11-20 02:55:22.243 UTC,2019-11-29 00:29:54.837 UTC,,81,6,0,27,,
216459,Registered User,,,2009-11-22 13:10:07.847 UTC,2010-05-21 18:49:32.690 UTC,"Oulu, Finland",2762,312,19,224,,
217546,Stewart,,,2009-11-24 04:39:31.513 UTC,2016-08-22 22:07:38.160 UTC,"Atlanta, GA",515,8,0,18,,http://www.stewsoft.net
218067,Gazillion,,,2009-11-24 19:43:20.693 UTC,2019-11-25 17:27:24.403 UTC,,4562,310,7,183,,
218331,Rob A,,,2009-11-25 05:37:40.497 UTC,2010-04-08 04:16:31.340 UTC,"Victoria, Australia",107,0,0,23,,
221153,Nithin,<p>Mobile application developer</p>,,2009-11-30 06:54:21.260 UTC,2019-11-29 14:04:07.847 UTC,"Thiruvananthapuram, Kerala, India",6147,182,13,380,https://i.stack.imgur.com/Duel5.jpg?s=128&g=1,
222107,RRG,,,2009-12-01 13:15:59.583 UTC,2013-07-09 06:38:57.993 UTC,Cyprus,447,104,0,65,,http://wadja.com
222418,elniño,,,2009-12-01 20:46:35.367 UTC,2018-11-21 11:46:39.207 UTC,"Krakow, Poland",101,3,0,27,,
223112,dan,,,2009-12-02 17:47:37.237 UTC,2010-03-01 20:45:24.850 UTC,,875,0,0,121,,
223501,Douglas Bagnall,,,2009-12-03 03:54:18.573 UTC,2017-11-29 10:13:16.677 UTC,,672,4,0,64,,http://halo.gen.nz
224790,user224790,,,2009-12-04 13:56:06.197 UTC,2010-04-26 09:31:55.383 UTC,,171,0,0,16,,
225588,kdev,,,2009-12-05 23:37:06.360 UTC,2012-07-26 19:39:33.040 UTC,,291,1,0,52,,
226568,Bob Yoplait,,,2009-12-07 17:58:59.277 UTC,2019-11-24 19:10:47.277 UTC,"Paris, France",2172,199,16,270,https://i.stack.imgur.com/di8NR.jpg,
227239,user227239,,,2009-12-08 15:46:11.283 UTC,2009-12-19 05:48:03.593 UTC,,61,0,0,23,,
227723,Creativehavoc,I'm a tall Canadian who knows some stuff.,,2009-12-09 05:50:46.157 UTC,2015-09-29 23:29:10.343 UTC,Canada,421,10,0,22,,http://sums.apparitiondesigns.com
228938,user228938,,,2009-12-10 16:02:03.513 UTC,2013-10-04 18:45:00.147 UTC,,187,5,0,15,,
229877,throp,"<p>I'm a Senior Technical Consultant with <a href=""http://www.summa-tech.com"" rel=""nofollow"">Summa</a> mostly doing Java development on large enterprise-scale projects.</p>",,2009-12-11 18:47:35.660 UTC,2019-11-19 13:16:18.907 UTC,"Pittsburgh, PA",654,148,1,46,,http://www.bennorthrop.com
229917,devmatt,"<p>I'm a web developer, specialising primarily in JS/jQuery, HTML5, CSS(2/3) PHP/Yii/ZF/CakePHP/Symfony2/Laravel, and MySQL.
I've been working in web development since 2005 and have been a part of many large and small builds.
I worked in both small and large companies, building small CMS's and large eCommerce applications.</p>",,2009-12-11 19:52:51.817 UTC,2019-11-28 12:53:15.937 UTC,"Gozo, Malta",1360,50,5,107,,http://devmatt.co.za/
230100,maxwu,"<p>Take complex technical innovative ideas from life and create tools to make them happen with Python, JavaScript, Java, Cherry Brown keyboard and coffee -- ♘</p>",,2009-12-12 02:54:15.990 UTC,2019-11-28 21:13:59.883 UTC,"Wellington, New Zealand",381,126,4,50,https://i.stack.imgur.com/anNc4.png?s=128&g=1,https://maxwu.me
230762,Gaurave Sehgal,another software developer.,,2009-12-13 17:51:01.567 UTC,2017-05-17 22:10:28.347 UTC,United States,119,0,0,32,,http://gauravesehgal.blogspot.com
231285,sandelius,,,2009-12-14 13:29:29.470 UTC,2011-06-21 20:58:32.870 UTC,,503,12,0,48,,
232319,Aaron,,,2009-12-15 17:56:42.833 UTC,2019-09-05 06:49:41.293 UTC,"San Francisco, CA",4586,689,73,642,,
232323,Alex Kessaris,,,2009-12-15 17:58:56.760 UTC,2010-01-11 15:10:10.680 UTC,,149,0,0,53,,http://artsy.ca
233356,jmking,,,2009-12-16 22:45:06.840 UTC,2017-12-22 00:07:30.143 UTC,"Ottawa, Canada",269,67,1,31,,http://www.fenix-solutions.com
234370,Stremlenye,C# developer,,2009-12-18 07:13:38.593 UTC,2019-11-29 10:11:49.563 UTC,"Moscow, Russia",537,84,3,41,,http://http:noweb.com
235660,Alois Kraus,,,2009-12-20 21:53:03.290 UTC,2019-11-29 08:35:24.027 UTC,Germany,11252,1024,33,1164,,https://aloiskraus.wordpress.com/
236120,Nathaniel Mishkin,,,2009-12-21 15:22:42.970 UTC,2019-11-22 15:47:54.960 UTC,,121,122,0,27,,
237259,user237259,,,2009-12-22 23:41:13.687 UTC,2017-10-08 21:21:32.290 UTC,,199,0,0,26,,
239102,hypermush,"<p>Maths and vision geek, software developer.</p>

<p>Integrating machine vision cameras, LIDAR, inertial and domain-specific sensors into a robust real-time capture and analysis solution.</p>",,2009-12-27 08:41:55.877 UTC,2015-06-22 06:13:52.520 UTC,"Melbourne, Australia",446,12,0,26,,http://blog.decoratorpattern.com
239839,byronc,,,2009-12-28 22:37:56.500 UTC,2016-01-20 03:32:20.977 UTC,,131,0,0,23,,http://byron.theclarkfamily.name/
240426,Ruepen,,,2009-12-29 19:57:31.033 UTC,2019-11-28 16:08:51.933 UTC,,361,8,0,82,,
240546,Surez,I'm a software engineer working as consultant for an Health Care MNC.,,2009-12-30 00:11:38.367 UTC,2018-09-08 01:12:57.513 UTC,United States,714,44,1,19,,
